Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Klemkestr. (Berlin);Bushalt Klemkestraße hinter Emmentaler Straße;Zugang und ÖV;1;0;13,367253;52,574595;85209;306554001
Klemkestr. (Berlin);Bushalt Klemkestraße vor Emmentaler Straße;Zugang und ÖV;2;0;13,368013;52,574470;85209;306554002
Klemkestr. (Berlin);Klemkestr. (Berlin);Bauwerk;6554;;13,367947;52,574480;85209;900085209
Klenzenhof;Bushalt Klenzenhof;Zugang und ÖV;1;0;12,103620;53,076395;215484;309421001
Klenzenhof;Bushalt Klenzenhof;Zugang und ÖV;2;0;12,104085;53,076841;215484;309421002
Klenzenhof;Klenzenhof;Bauwerk;9421;;12,103781;53,076593;215484;900215484
Kleptow;Bushalt Kleptow;Zugang und ÖV;1;0;14,000579;53,365865;340404;309434001
Kleptow;Bushalt Kleptow;Zugang und ÖV;2;0;14,000266;53,365872;340404;309434002
Kleptow;Kleptow;Bauwerk;9434;;14,000419;53,365893;340404;900340404
Klepzig;Bushalt Klepzig;Zugang und ÖV;1;0;12,534626;52,021259;222108;309383001
Klepzig;Bushalt Klepzig;Zugang und ÖV;2;0;12,533787;52,020997;222108;309383002
Klepzig;Klepzig;Bauwerk;9383;;12,534256;52,021157;222108;900222108
Kleßen;Bushalt Dickter Weg vor Dorfstraße;Zugang und ÖV;3;0;12,493753;52,740474;210182;301291003
Kleßen;Bushalt Dorfstraße hinter Dickter Weg;Zugang und ÖV;1;0;12,494053;52,740593;210182;301291001
Kleßen;Bushalt Dorfstraße vor Dickter Weg;Zugang und ÖV;2;0;12,493900;52,740620;210182;301291002
Kleßen;Kleßen;Bauwerk;1291;;12,494343;52,740594;210182;900210182
Klessener Zootzen;Bushalt Klessener Zootzen;Zugang und ÖV;1;0;12,638300;52,773522;210476;309357001
Klessener Zootzen;Klessener Zootzen;Bauwerk;9357;;12,638446;52,773397;210476;900210476
Klettwitz, Am FamilienCampus;Bushalt Am FamilienCampus;Zugang und ÖV;1;0;13,892151;51,552809;435019;309456001
Klettwitz, Am FamilienCampus;Bushalt Am FamilienCampus;Zugang und ÖV;2;0;13,892427;51,552564;435019;309456002
Klettwitz, Am FamilienCampus;Klettwitz, Am FamilienCampus;Bauwerk;9456;;13,892376;51,552670;435019;900435019
Klettwitz, Markt;Bushalt Markt;Zugang und ÖV;1;0;13,894789;51,542661;435034;309458001
Klettwitz, Markt;Bushalt Markt;Zugang und ÖV;2;0;13,895036;51,542284;435034;309458002
Klettwitz, Markt;Klettwitz, Markt;Bauwerk;9458;;13,894967;51,542505;435034;900435034
Klettwitz, Siedlung;Bushalt Siedlung;Zugang und ÖV;1;0;13,897198;51,531193;435020;309457001
Klettwitz, Siedlung;Bushalt Siedlung;Zugang und ÖV;2;0;13,897337;51,531020;435020;309457002
Klettwitz, Siedlung;Klettwitz, Siedlung;Bauwerk;9457;;13,897272;51,531117;435020;900435020
Klettwitzer Str. (Berlin);Bushalt Bitterfelder Straße ht. Klettwitzer Straße;Zugang und ÖV;1;0;13,531118;52,555864;170536;306591001
Klettwitzer Str. (Berlin);Bushalt Bitterfelder Straße vor Klettwitzer Straße;Zugang und ÖV;2;0;13,530669;52,556080;170536;306591002
Klettwitzer Str. (Berlin);Klettwitzer Str. (Berlin);Bauwerk;6591;;13,530587;52,555996;170536;900170536
Kletzke, B 5;Bushalt B 51;Zugang und ÖV;1;0;12,062787;53,001643;215485;309422001
Kletzke, B 5;Bushalt B 52;Zugang und ÖV;2;0;12,063143;53,001625;215485;309422002
Kletzke, B 5;Kletzke, B 5;Bauwerk;9422;;12,063074;53,001621;215485;900215485
Kletzke, I;Bushalt Kletzke;Zugang und ÖV;1;0;12,057010;52,997032;215486;309423001
Kletzke, I;Bushalt Kletzke;Zugang und ÖV;2;0;12,057241;52,997087;215486;309423002
Kletzke, I;Kletzke, I;Bauwerk;9423;;12,057129;52,997060;215486;900215486
Kletzke, II;Bushalt Kletzke;Zugang und ÖV;1;0;12,056097;52,993413;215487;309424001
Kletzke, II;Bushalt Kletzke;Zugang und ÖV;2;0;12,056022;52,993510;215487;309424002
Kletzke, II;Kletzke, II;Bauwerk;9424;;12,056074;52,993450;215487;900215487
Kliestow;Kliestow;Bauwerk;9526;;13,209208;52,199734;245313;900245313
Kliestow;Kliestow;Zugang und ÖV;1;0;;;245313;309526001
Kliestow, An der Ziegelei Nord;Bushalt An der Ziegelei Nord;Zugang und ÖV;1;0;13,221408;52,196195;245788;309501001
Kliestow, An der Ziegelei Nord;Bushalt An der Ziegelei Nord;Zugang und ÖV;2;0;13,221817;52,195639;245788;309501002
Kliestow, An der Ziegelei Nord;Kliestow, An der Ziegelei Nord;Bauwerk;9501;;13,221705;52,195970;245788;900245788
Kliestow, An der Ziegelei Süd;Bushalt An der Ziegelei Süd;Zugang und ÖV;1;0;13,227080;52,193534;245332;309490001
Kliestow, An der Ziegelei Süd;Bushalt An der Ziegelei Süd;Zugang und ÖV;2;0;13,227541;52,193324;245332;309490002
Kliestow, An der Ziegelei Süd;Kliestow, An der Ziegelei Süd;Bauwerk;9490;;13,227085;52,193477;245332;900245332
Kliestow, Trebbiner Str.;Bushalt Trebbiner Straße;Zugang und ÖV;1;0;13,209412;52,199979;245288;309386001
Kliestow, Trebbiner Str.;Bushalt Trebbiner Straße;Zugang und ÖV;2;0;13,208962;52,200170;245288;309386002
Kliestow, Trebbiner Str.;Kliestow, Trebbiner Str.;Bauwerk;9386;;13,209300;52,199990;245288;900245288
Klietz, Ärztehaus;Klietz, Ärztehaus;Bauwerk;9507;;12,063711;52,667364;219032;900219032
Klietz, Ärztehaus;Klietz, Ärztehaus1;Zugang und ÖV;1;0;12,063709;52,667389;219032;309507001
Klietz, Ort;Klietz, Ort;Bauwerk;9509;;12,070199;52,666920;219034;900219034
Klietz, Ort;Klietz, Ort1 900-HV;Zugang und ÖV;1;0;12,070031;52,667280;219034;309509001
Klietz, Ort;Klietz, Ort2 900-SDL;Zugang und ÖV;2;0;12,070031;52,667280;219034;309509002
Klietz, Ort;Klietz, Ort3 913;Zugang und ÖV;3;0;12,070031;52,667280;219034;309509003
Klietz, Seesiedlung;Klietz, Seesiedlung;Bauwerk;9508;;12,067883;52,660613;219033;900219033
Klietz, Seesiedlung;Klietz, Seesiedlung1;Zugang und ÖV;1;0;12,068635;52,659185;219033;309508001
Klietz, Seesiedlung;Klietz, Seesiedlung2;Zugang und ÖV;2;0;12,068302;52,659922;219033;309508002
Klinge;Bahnhofsiedlung Ecke Alt Sergener Weg;Zugang;1;0;14,519081;51,742314;445083;302192001
Klinge;Bushalt Bahnhofsiedlung;Zugang und ÖV;7;0;14,519336;51,742296;445083;302192007
Klinge;Bushalt Bahnhofsiedlung vor Alt Sergener Weg;Zugang und ÖV;11;0;14,519172;51,742321;445083;302192011
Klinge;Klinge;Bauwerk;2192;;14,519230;51,742344;445083;900445083
Klinge, Bahnhof;Alt Sergerner Weg Ecke Alt Sergerner Weg;Zugang;5;0;14,518767;51,743331;445122;300672005
Klinge, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;14,518318;51,743548;445122;300672001
Klinge, Bahnhof;Bahnsteig Gleis 1, Übergang zum Bahnsteig Gleis 2;Zwischenpunkt;5;0;14,518655;51,743517;445122;300672005
Klinge, Bahnhof;Bahnsteig Gleis 2;ÖV;2;0;14,518322;51,743596;445122;300672002
Klinge, Bahnhof;Bahnsteig Gleis 2, Übergang zum Bahnsteig Gleis 1;Zwischenpunkt;6;0;14,518662;51,743575;445122;300672006
Klinge, Bahnhof;Bushaltestelle Klinge Bahnhofsiedlung/Alt Sergener Weg;Zugang und ÖV;7;0;14,519230;51,742344;445122;300672007
Klinge, Bahnhof;Klinge, Bahnhof;Bauwerk;672;;14,518390;51,743584;445122;900445122
Klinge, Bahnhof;Zugang Fahrradparkplatz Weg zum Bahnsteig Gleis 1;Zugang;4;0;14,518630;51,743396;445122;300672004
Klinge, Bahnhof;Zugang Fahrradparkplatz/Bahnsteig Gleis 1;Zugang;4;0;14,518642;51,743407;445122;300672004
Klinge, Bahnhof;Zugang Parkplatz Weg zum Bahnsteig Gleis 1;Zugang;3;0;14,518075;51,743428;445122;300672003
Klinge, Bahnhof;Zugang Parkplatz/Bahnsteig Gleis 1;Zugang;3;0;14,518075;51,743432;445122;300672003
Klingerstr. (Berlin);Bushalt Am Treptower Park vor Klingerstraße;Zugang und ÖV;1;0;13,469542;52,483574;190504;306491001
Klingerstr. (Berlin);Klingerstr. (Berlin);Bauwerk;6491;;13,469585;52,483612;190504;900190504
Klingmühl, Gasthaus;Bushalt Gasthaus;Zugang und ÖV;1;0;13,816036;51,587868;415018;309453001
Klingmühl, Gasthaus;Klingmühl, Gasthaus;Bauwerk;9453;;13,816036;51,587868;415018;900415018
Klingsorplatz/Charité (Berlin);Bushalt Klingsorplatz vor Klingsorstraße;Zugang und ÖV;3;0;13,318706;52,443502;66409;306446003
Klingsorplatz/Charité (Berlin);Bushalt Klingsorstraße hinter Brahmsstraße;Zugang und ÖV;1;0;13,320920;52,443986;66409;306446001
Klingsorplatz/Charité (Berlin);Bushalt Klingsorstraße vor Brahmsstraße;Zugang und ÖV;2;0;13,320870;52,443881;66409;306446002
Klingsorplatz/Charité (Berlin);Klingsorplatz/Charité (Berlin);Bauwerk;6446;;13,320807;52,443895;66409;900066409
Klinikum Am Urban (Berlin);Bushalt Urbanstraße hinter Geibelstraße;Zugang und ÖV;2;0;13,406326;52,493303;16203;306555002
Klinikum Am Urban (Berlin);Bushalt Urbanstraße vor Geibelstraße;Zugang und ÖV;1;0;13,406204;52,493526;16203;306555001
Klinikum Am Urban (Berlin);Klinikum Am Urban (Berlin);Bauwerk;6555;;13,406787;52,493364;16203;900016203
Klinikum Buch (Berlin);Bushalt Auf dem Klinikgelände;Zugang und ÖV;1;0;13,512404;52,631824;135003;306594001
Klinikum Buch (Berlin);Bushalt Auf dem Klinikgelände;Zugang und ÖV;2;0;13,512699;52,632016;135003;306594002
Klinikum Buch (Berlin);Klinikum Buch (Berlin);Bauwerk;6594;;13,512500;52,631973;135003;900135003
Klinikum Buch/Schwanebecker Chaussee (Berlin);Bushalt Schwanebecker Ch. ht. ggü. Klinikeinfahrt;Zugang und ÖV;1;0;13,513309;52,633245;135514;303118001
Klinikum Buch/Schwanebecker Chaussee (Berlin);Klinikum Buch/Schwanebecker Chaussee (Berlin);Bauwerk;3118;;13,513325;52,633185;135514;900135514
Klinikum Buch/Südeingang (Berlin);Bushalt Klinikum Buch Südeingang;Zugang und ÖV;2;0;13,506414;52,628408;135513;306557002
Klinikum Buch/Südeingang (Berlin);Bushalt Lindenberger Weg Klinikum Buch Südeingang;Zugang und ÖV;1;0;13,506774;52,628665;135513;306557001
Klinikum Buch/Südeingang (Berlin);Klinikum Buch/Südeingang (Berlin);Bauwerk;6557;;13,507012;52,628305;135513;900135513
Klinikum im Friedrichshain (Berlin);Ampel Landsberger Allee Ecke Matthiasstraße;Zugang;5;0;13,439557;52,524156;120513;301321005
Klinikum im Friedrichshain (Berlin);Ampel Matthiasstraße Ecke Landsberger Allee;Zugang;6;0;13,439756;52,523884;120513;301321006
Klinikum im Friedrichshain (Berlin);Ersatzhaltestelle Landsberger Allee hinter Matthiasstraße;Zugang und ÖV;1;0;13,440220;52,524046;120513;301321001
Klinikum im Friedrichshain (Berlin);Ersatzhaltestelle Landsberger Allee vor Matthiasstraße;Zugang und ÖV;2;0;13,439928;52,524240;120513;301321002
Klinikum im Friedrichshain (Berlin);Klinikum im Friedrichshain (Berlin);Bauwerk;1321;;13,440202;52,524147;120513;900120513
Klinikum im Friedrichshain (Berlin);Tramsteig Landsberger Allee hinter Matthiasstraße;ÖV;4;0;13,440180;52,524143;120513;301321004
Klinikum im Friedrichshain (Berlin);Tramsteig Landsberger Allee vor Matthiasstraße;ÖV;3;0;13,440164;52,524163;120513;301321003
Klinikum Neukölln (Berlin);Bushaltestelle Kormoranweg hinter Rudower Straße;Zugang und ÖV;4;0;13,458161;52,439924;82101;302278004
Klinikum Neukölln (Berlin);Bushaltestelle Kormoranweg vor Rudower Str.;Zugang und ÖV;3;0;13,458149;52,439840;82101;302278003
Klinikum Neukölln (Berlin);Bushaltestelle Rudower Straße vor Klinikum Neukölln;Zugang und ÖV;1;0;13,459991;52,439281;82101;302278001
Klinikum Neukölln (Berlin);Bushaltestelle Rudower Straße vor Möwenweg gegenüber Krankenhaus Neukölln;Zugang und ÖV;2;0;13,459429;52,440061;82101;302278002
Klinikum Neukölln (Berlin);Klinikum Neukölln (Berlin);Bauwerk;2278;;13,459007;52,440208;82101;900082101
Klinikum Spandau (Berlin);Bushalt Neuendorfer Straße ht. Neue Bergstraße;Zugang und ÖV;2;0;13,209853;52,550209;28152;306828002
Klinikum Spandau (Berlin);Bushalt Neuendorfer Straße vor Neue Bergstraße;Zugang und ÖV;1;0;13,210024;52,550482;28152;306828001
Klinikum Spandau (Berlin);Klinikum Spandau (Berlin);Bauwerk;6828;;13,209924;52,550392;28152;900028152
Klinke (Lkr. Stendal);Klinke (Lkr. Stendal);Bauwerk;9519;;11,616195;52,592929;219222;900219222
Klinke (Lkr. Stendal);Klinke0;Zugang und ÖV;1;0;11,616464;52,592874;219222;309519001
Klinkeplatz (Berlin);Bushalt Fehrbelliner Tor hinter Hohenzollernring;Zugang und ÖV;4;0;13,198639;52,554902;27202;300470004
Klinkeplatz (Berlin);Bushalt Hohenzollernring hinter Klinkeplatz;Zugang und ÖV;1;0;13,197503;52,555410;27202;300470001
Klinkeplatz (Berlin);Bushalt Hohenzollernring vor Fehrbelliner Tor;Zugang und ÖV;3;0;13,197860;52,555203;27202;300470003
Klinkeplatz (Berlin);Bushalt Schönwalder Allee hinter Hohenzollernring;Zugang und ÖV;2;0;13,198608;52,555598;27202;300470002
Klinkeplatz (Berlin);Klinkeplatz (Berlin);Bauwerk;470;;13,198584;52,555439;27202;900027202
Klinkow;Bushalt Klinkow;Zugang und ÖV;1;0;13,808809;53,335949;340405;309435001
Klinkow;Bushalt Klinkow;Zugang und ÖV;2;0;13,808678;53,335841;340405;309435002
Klinkow;Klinkow;Bauwerk;9435;;13,808736;53,335890;340405;900340405
Klobbicke;Bushalt Klobbicke;Zugang und ÖV;1;0;13,802749;52,759772;350736;309448001
Klobbicke;Bushalt Klobbicke;Zugang und ÖV;2;0;13,802655;52,759659;350736;309448002
Klobbicke;Klobbicke;Bauwerk;9448;;13,802704;52,759719;350736;900350736
Klockow (PR);Bushalt Klockow;Zugang und ÖV;1;0;11,843473;53,150942;215488;309425001
Klockow (PR);Klockow (PR);Bauwerk;9425;;11,843480;53,150930;215488;900215488
Klockow (UM), Schule;Bushalt Schule;Zugang und ÖV;1;0;14,004353;53,395803;340407;309436001
Klockow (UM), Schule;Klockow (UM), Schule;Bauwerk;9436;;14,004348;53,395822;340407;900340407
Kloster Zinna (Jüterbog), Bahnhofstr.;Bushalt Bahnhofstraße;Zugang und ÖV;1;0;13,100334;52,024715;245307;309485001
Kloster Zinna (Jüterbog), Bahnhofstr.;Kloster Zinna (Jüterbog), Bahnhofstr.;Bauwerk;9485;;13,100526;52,025051;245307;900245307
Kloster Zinna (Jüterbog), Markt;Bushalt Markt;Zugang und ÖV;1;0;13,104767;52,022496;245139;309384001
Kloster Zinna (Jüterbog), Markt;Bushalt Markt;Zugang und ÖV;2;0;13,103557;52,022388;245139;309384002
Kloster Zinna (Jüterbog), Markt;Kloster Zinna (Jüterbog), Markt;Bauwerk;9384;;13,104151;52,022441;245139;900245139
Klosterbuschweg (Berlin);Bushaltestelle Klosterbuschweg hinter Torweg;Zugang und ÖV;2;0;13,157041;52,539016;37106;302426002
Klosterbuschweg (Berlin);Bushaltestelle Klosterbuschweg vor Torweg;Zugang und ÖV;1;0;13,157058;52,538561;37106;302426001
Klosterbuschweg (Berlin);Bushaltestelle Torweg vor Klosterbuschweg;Zugang und ÖV;3;0;13,156826;52,539202;37106;302426003
Klosterbuschweg (Berlin);Klosterbuschweg (Berlin);Bauwerk;2426;;13,157151;52,539172;37106;900037106
Klosterdorf;Bushalt Klosterdorf;Zugang und ÖV;1;0;13,950155;52,591151;321108;309442001
Klosterdorf;Klosterdorf;Bauwerk;9442;;13,950162;52,591141;321108;900321108
Klosterfelde, Bahnhof;Bahnhofstraße Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;2;0;13,488107;52,791860;350154;300674002
Klosterfelde, Bahnhof;Bahnsteig Gleis 1;ÖV;1;1;13,488132;52,791214;350154;300674001
Klosterfelde, Bahnhof;Bahnsteig Gleis 1 Rampe zur Bahnhofstraße;Zwischenpunkt;6;1;13,488130;52,791684;350154;300674006
Klosterfelde, Bahnhof;Bahnsteig Gleis 1 Rampe zur Güterbahnhofstraße;Zwischenpunkt;7;1;13,488052;52,791110;350154;300674007
Klosterfelde, Bahnhof;Bahnsteig Gleis 1 Treppe zur Güterbahnhofstraße;Zwischenpunkt;8;1;13,488088;52,791638;350154;300674008
Klosterfelde, Bahnhof;Bushalt Güterbahnhofstraße vor Bahnhofstraße;Zugang und ÖV;5;0;13,487860;52,791776;350154;300674005
Klosterfelde, Bahnhof;Güterbahnhofstraße Rampe zum Bahnsteig Gleis 1;Zwischenpunkt;3;0;13,487930;52,791048;350154;300674003
Klosterfelde, Bahnhof;Güterbahnhofstraße Treppe zum Bahnsteig Gleis 1;Zwischenpunkt;4;0;13,488059;52,791618;350154;300674004
Klosterfelde, Bahnhof;Klosterfelde, Bahnhof;Bauwerk;674;;13,488148;52,791210;350154;900350154
Klosterfelde, Bahnhof;Zugang Bahnhofstraße Bahnsteig Gleis 1;Zugang;12;0;13,488096;52,791961;350154;300674012
Klosterfelde, Bahnhof;Zugang Güterbahnhofstraße Bahnsteig Gleis 1;Zugang;13;0;13,487895;52,791612;350154;300674013
Klosterfelde, Bahnhof;Zugang Parkplatz Bahnsteig Gleis 1;Zugang;14;0;13,487831;52,791027;350154;300674014
Klosterfelde, Bernauer Weg;Bushalt Bernauer Weg;Zugang und ÖV;1;0;13,480259;52,786274;350522;309443001
Klosterfelde, Bernauer Weg;Bushalt Bernauer Weg;Zugang und ÖV;2;0;13,480090;52,785573;350522;309443002
Klosterfelde, Bernauer Weg;Klosterfelde, Bernauer Weg;Bauwerk;9443;;13,480174;52,785926;350522;900350522
Klosterfelde, Heidekrug;Bushalt Heidekrug;Zugang und ÖV;1;0;13,478297;52,775683;350523;309444001
Klosterfelde, Heidekrug;Bushalt Heidekrug;Zugang und ÖV;2;0;13,478196;52,775526;350523;309444002
Klosterfelde, Heidekrug;Klosterfelde, Heidekrug;Bauwerk;9444;;13,478246;52,775606;350523;900350523
Klosterfelde, Kaufhalle;Bushalt Kaufhalle;Zugang und ÖV;1;0;13,480111;52,791641;350524;309445001
Klosterfelde, Kaufhalle;Bushalt Kaufhalle;Zugang und ÖV;2;0;13,480252;52,790027;350524;309445002
Klosterfelde, Kaufhalle;Klosterfelde, Kaufhalle;Bauwerk;9445;;13,480176;52,790927;350524;900350524
Klosterfelde, Schule;Bushalt Schule;Zugang und ÖV;1;0;13,486090;52,793985;350525;309446001
Klosterfelde, Schule;Klosterfelde, Schule;Bauwerk;9446;;13,485061;52,794133;350525;900350525
Klosterfelde, Stern;Bushalt Stern;Zugang und ÖV;1;0;13,479370;52,796108;350526;309447001
Klosterfelde, Stern;Bushalt Stern;Zugang und ÖV;2;0;13,479052;52,796809;350526;309447002
Klosterfelde, Stern;Klosterfelde, Stern;Bauwerk;9447;;13,479790;52,797407;350526;900350526
Klosterheide;Bushalt Klosterheide;Zugang und ÖV;1;0;12,971933;52,992017;205362;309353001
Klosterheide;Bushalt Klosterheide;Zugang und ÖV;2;0;12,971867;52,991883;205362;309353002
Klosterheide;Klosterheide;Bauwerk;9353;;12,971774;52,993223;205362;900205362
Klosterhof;Bushalt Klosterhof;Zugang und ÖV;1;0;12,356917;52,945950;205363;309354001
Klosterhof;Bushalt Klosterhof;Zugang und ÖV;2;0;12,357150;52,945900;205363;309354002
Klosterhof;Klosterhof;Bauwerk;9354;;12,356235;52,945884;205363;900205363
Klosterwalde, Ausbau;Bushalt Ausbau;Zugang und ÖV;1;0;13,559400;53,163283;340408;309437001
Klosterwalde, Ausbau;Bushalt Ausbau;Zugang und ÖV;2;0;13,559350;53,163116;340408;309437002
Klosterwalde, Ausbau;Klosterwalde, Ausbau;Bauwerk;9437;;13,559547;53,163595;340408;900340408
Klosterwalde, Dorf;Bushalt Dorf;Zugang und ÖV;1;0;13,559616;53,171633;340409;309438001
Klosterwalde, Dorf;Bushalt Dorf;Zugang und ÖV;2;0;13,559600;53,171500;340409;309438002
Klosterwalde, Dorf;Klosterwalde, Dorf;Bauwerk;9438;;13,557708;53,172282;340409;900340409
Klosterwalde, Kreuzung;Bushalt Kreuzung;Zugang und ÖV;1;0;13,561933;53,171316;340410;309439001
Klosterwalde, Kreuzung;Bushalt Kreuzung;Zugang und ÖV;2;0;13,562066;53,171400;340410;309439002
Klosterwalde, Kreuzung;Klosterwalde, Kreuzung;Bauwerk;9439;;13,562493;53,171833;340410;900340410
Kloster-Zinna-Str. (Berlin);Bushalt Töpchiner Weg hinter Kloster-Zinna-Straße;Zugang und ÖV;2;0;13,413002;52,403007;74104;306559002
Kloster-Zinna-Str. (Berlin);Bushalt Töpchiner Weg vor Kloster-Zinna-Straße;Zugang und ÖV;1;0;13,412683;52,402723;74104;306559001
Kloster-Zinna-Str. (Berlin);Kloster-Zinna-Str. (Berlin);Bauwerk;6559;;13,412991;52,403038;74104;900074104
Klüß;Klüß;Bauwerk;9426;;11,808928;53,228140;215489;900215489
Knaackstr. (Berlin);Ampelübergang Prenzlauer Allee;Zugang;22;0;13,420711;52,533565;110507;302277022
Knaackstr. (Berlin);Ampelübergang Prenzlauer Allee;Zugang;23;0;13,421049;52,533483;110507;302277023
Knaackstr. (Berlin);Ersatzhalt Prenzlauer Allee ht. Knaackstraße;Zugang und ÖV;1;0;13,420521;52,533225;110507;302277001
Knaackstr. (Berlin);Ersatzhalt Prenzlauer Allee vor Immanuelkirchstr.;Zugang und ÖV;2;0;13,420871;52,533183;110507;302277002
Knaackstr. (Berlin);Knaackstr. (Berlin);Bauwerk;2277;;13,420721;52,533226;110507;900110507
Knaackstr. (Berlin);Tramsteig Prenzlauer Allee ht. Knaackstraße;ÖV;4;0;13,420664;52,533201;110507;302277004
Knaackstr. (Berlin);Tramsteig Prenzlauer Allee vor Immanuelkirchstr.;ÖV;3;0;13,420703;52,533190;110507;302277003
Knaackstr. (Berlin);Übergang Prenzlauer Allee zum Tramsteig;Zugang;20;0;13,420660;52,532841;110507;302277020
Knaackstr. (Berlin);Übergang Prenzlauer Allee zum Tramsteig;Zugang;21;0;13,420330;52,532914;110507;302277021
Knausplatz (Berlin);Bushaltestelle Bismarckstraße vor Feuerbachstraße;Zugang und ÖV;2;0;13,339019;52,464194;63103;302427002
Knausplatz (Berlin);Bushaltestelle Feuerbachstraße vor Bismarckstraße;Zugang und ÖV;1;0;13,338489;52,464458;63103;302427001
Knausplatz (Berlin);Bushaltestelle Feuerbachstraße vor Knausstraße;Zugang und ÖV;3;0;13,339380;52,464594;63103;302427003
Knausplatz (Berlin);Knausplatz (Berlin);Bauwerk;2427;;13,338943;52,464457;63103;900063103
Knehden, Dorf;Bushalt Dorf;Zugang und ÖV;1;0;13,535301;53,147410;340411;309533001
Knehden, Dorf;Bushalt Dorf;Zugang und ÖV;2;0;13,535075;53,147301;340411;309533002
Knehden, Dorf;Knehden, Dorf;Bauwerk;9533;;13,535218;53,147341;340411;900340411
Knehden, Gutshof;Bushalt Gutshof;Zugang und ÖV;1;0;13,531550;53,147083;340412;309534001
Knehden, Gutshof;Bushalt Gutshof;Zugang und ÖV;2;0;13,531634;53,146942;340412;309534002
Knehden, Gutshof;Knehden, Gutshof;Bauwerk;9534;;13,531625;53,147005;340412;900340412
Knesebeckstr. (Berlin);Bushalt Seehofstraße vor Knesebeckstraße;Zugang und ÖV;1;0;13,267545;52,429010;49256;306561001
Knesebeckstr. (Berlin);Bushalt Seehofstraße vor Knesebeckstraße;Zugang und ÖV;2;0;13,267829;52,428770;49256;306561002
Knesebeckstr. (Berlin);Knesebeckstr. (Berlin);Bauwerk;6561;;13,267689;52,428898;49256;900049256
Knippelsdorf, Abzweig;Bushalt Straße Richtung Mehlsdorf hinter Hauptstraße;Zugang und ÖV;1;0;13,354358;51,826132;415797;309532001
Knippelsdorf, Abzweig;Knippelsdorf, Abzweig;Bauwerk;9532;;13,354358;51,826132;415797;900415797
Knippelsdorf, Gasthaus;Bushalt Knippelsdorf;Zugang und ÖV;1;0;13,349738;51,823240;415798;309536001
Knippelsdorf, Gasthaus;Bushalt Knippelsdorf;Zugang und ÖV;2;0;13,349724;51,823242;415798;309536002
Knippelsdorf, Gasthaus;Knippelsdorf, Gasthaus;Bauwerk;9536;;13,349751;51,823238;415798;900415798
Knippelsdorf, Siedlung;Bushalt Siedlung;Zugang und ÖV;1;0;13,335020;51,816900;415799;309535001
Knippelsdorf, Siedlung;Bushalt Siedlung;Zugang und ÖV;2;0;13,334926;51,816913;415799;309535002
Knippelsdorf, Siedlung;Knippelsdorf, Siedlung;Bauwerk;9535;;13,334987;51,816905;415799;900415799
Kniprodestr./Danziger Str. (Berlin);Ampelübergang Danzigerstraße zum Tramsteig;Zugang;8;0;13,441536;52,532355;110021;300377008
Kniprodestr./Danziger Str. (Berlin);Ampelübergang Danzigerstraße zum Tramsteig;Zugang;9;0;13,441112;52,532084;110021;300377009
Kniprodestr./Danziger Str. (Berlin);Ampelübergang Danzigerstraße zum Tramsteig;Zugang;10;0;13,441466;52,531843;110021;300377010
Kniprodestr./Danziger Str. (Berlin);Ampelübergang Danzigerstraße zum Tramsteig;Zugang;11;0;13,441842;52,532114;110021;300377011
Kniprodestr./Danziger Str. (Berlin);Bushalt Kniprodestraße ht. Danziger Straße;Zugang und ÖV;1;0;13,440713;52,531761;110021;300377001
Kniprodestr./Danziger Str. (Berlin);Bushalt Kniprodestraße vor Danziger Straße;Zugang und ÖV;2;0;13,440765;52,531478;110021;300377002
Kniprodestr./Danziger Str. (Berlin);Bushaltestelle Margarete-Sommer-Straße;Zugang und ÖV;7;0;13,440682;52,530010;110021;300377007
Kniprodestr./Danziger Str. (Berlin);Ersatzhalt Danziger Straße ht. Kniprodestraße;Zugang und ÖV;4;0;13,441034;52,532564;110021;300377004
Kniprodestr./Danziger Str. (Berlin);Ersatzhalt Danziger Straße ht Kniprodestraße;Zugang und ÖV;3;0;13,441820;52,531553;110021;300377003
Kniprodestr./Danziger Str. (Berlin);Kniprodestr./Danziger Str. (Berlin);Bauwerk;377;;13,441523;52,532112;110021;900110021
Kniprodestr./Danziger Str. (Berlin);Tramsteig Danziger Straße ht. Kniprodestraße;ÖV;5;0;13,441999;52,531645;110021;300377005
Kniprodestr./Danziger Str. (Berlin);Tramsteig Danziger Straße ht. Kniprodestraße;ÖV;6;0;13,440909;52,532435;110021;300377006
Kniprodestr./Storkower Str. (Berlin);Bushalt Kniprodestraße hinter Storkower Straße;Zugang und ÖV;1;0;13,450233;52,537506;110026;302428001
Kniprodestr./Storkower Str. (Berlin);Bushalt Kniprodestraße hinter Storkower Straße;Zugang und ÖV;2;0;13,448764;52,536857;110026;302428002
Kniprodestr./Storkower Str. (Berlin);Bushalt Storkower Straße hinter Kniprodestraße;Zugang und ÖV;3;0;13,450065;52,536629;110026;302428003
Kniprodestr./Storkower Str. (Berlin);Bushalt Storkower Straße hinter Kniprodestraße;Zugang und ÖV;4;0;13,448712;52,537706;110026;302428004
