Bauwerk Name;Bauwerkselement Name;Bauwerkselement Typ;Bauwerkselement Nummer;Bauwerkselement Niveau;X-Koordinate;Y-Koordinate;Bauwerksreferenzort Nummer;Bauwerkselement Exportnummer
Albertinenstr. (Berlin);Ersatzhalt Berliner Allee ht. Pistoriusstraße;Zugang und ÖV;4;0;13,457802;52,549914;140005;300853004
Albertinenstr. (Berlin);Ersatzhalt Berliner Allee vor Smetanastraße;Zugang und ÖV;3;0;13,458121;52,549733;140005;300853003
Albertinenstr. (Berlin);Ersatzhalt Bizetstraße vor Smetanastraße;Zugang und ÖV;7;0;13,458697;52,548816;140005;300853007
Albertinenstr. (Berlin);Tramsteig Berliner Allee ht. Smetanastraße;ÖV;5;0;13,457675;52,549771;140005;300853005
Albertinenstr. (Berlin);Tramsteig Berliner Allee vor Smetanastraße;ÖV;6;0;13,457693;52,549743;140005;300853006
Albertinenstr. (Berlin);Übergang Berliner Allee;Zugang;20;0;13,457234;52,549542;140005;300853020
Albertinenstr. (Berlin);Übergang Berliner Allee;Zugang;21;0;13,457112;52,549762;140005;300853021
Albertsheim;Albertsheim;Bauwerk;2893;;12,337950;52,654325;210000;900210000
Albertsheim;Bushalt Albertsheim;Zugang und ÖV;1;0;12,337914;52,654433;210000;302893001
Albertsheim;Bushalt Albertsheim;Zugang und ÖV;2;0;12,337887;52,654155;210000;302893002
Albertshof (BAR), Dorf;Albertshof (BAR), Dorf;Bauwerk;2925;;13,657151;52,698744;350203;900350203
Albertshof (BAR), Dorf;Bushalt Dorf;Zugang und ÖV;1;0;13,657148;52,698744;350203;302925001
Albertshof (BAR), Rüsterstr.;Albertshof (BAR), Rüsterstr.;Bauwerk;2926;;13,648471;52,701903;350204;900350204
Albertshof (BAR), Rüsterstr.;Bushalt Rüsterstraße;Zugang und ÖV;1;0;13,648364;52,701885;350204;302926001
Albertshof (BAR), Rüsterstr.;Bushalt Rüsterstraße;Zugang und ÖV;2;0;13,648828;52,701801;350204;302926002
Albertshof (UM);Albertshof (UM);Bauwerk;2922;;13,453554;53,147930;340205;900340205
Albertshof (UM);Bushalt Albertshof;Zugang und ÖV;1;0;13,453713;53,147877;340205;302922001
Albertshof (UM);Bushalt Albertshof;Zugang und ÖV;2;0;13,453356;53,147934;340205;302922002
Albertstr. (Berlin);Albertstr. (Berlin);Bauwerk;2351;;13,352978;52,484510;54151;900054151
Albertstr. (Berlin);Bushaltestelle Hauptstraße  vor Albertstraße;Zugang und ÖV;2;0;13,352783;52,484208;54151;302351002
Albertstr. (Berlin);Bushaltestelle Hauptstraße vor Eisenacher Straße;Zugang und ÖV;3;0;13,354241;52,485269;54151;302351003
Albertstr. (Berlin);Bushaltestelle Hauptstraße 32 vor Eisenacher Straße;Zugang und ÖV;1;0;13,353282;52,484823;54151;302351001
Alboinplatz (Berlin);Alboinplatz (Berlin);Bauwerk;2829;;13,369757;52,461189;58107;900058107
Alboinplatz (Berlin);Bushalt Alboinstr. hinter Kaiserin-Augusta-Str.;Zugang und ÖV;1;0;13,369872;52,460877;58107;302829001
Alboinplatz (Berlin);Bushalt Alboinstr. vor Alboinplatz;Zugang und ÖV;2;0;13,369757;52,461189;58107;302829002
Alboinstr./Arnulfstr. (Berlin);Alboinstr./Arnulfstr. (Berlin);Bauwerk;2830;;13,369867;52,455745;58151;900058151
Alboinstr./Arnulfstr. (Berlin);Bushalt Arnulfstraße vor Alboinstraße;Zugang und ÖV;1;0;13,369389;52,455677;58151;302830001
Alboinstr./Arnulfstr. (Berlin);Bushalt Arnulfstraße vor Alboinstraße;Zugang und ÖV;2;0;13,370586;52,455745;58151;302830002
Albrechtstr./Manteuffelstr. (Berlin);Albrechtstr./Manteuffelstr. (Berlin);Bauwerk;2831;;13,376712;52,461067;68204;900068204
Albrechtstr./Manteuffelstr. (Berlin);Bushalt Manteuffelstraße hinter Albrechtstraße;Zugang und ÖV;1;0;13,376569;52,461031;68204;302831001
Albrechtstr./Manteuffelstr. (Berlin);Bushalt Manteuffelstraße vor Albrechtstraße;Zugang und ÖV;2;0;13,376928;52,461398;68204;302831002
Alemannenstr. (Berlin);Alemannenstr. (Berlin);Bauwerk;2834;;13,552075;52,414810;195009;900195009
Alemannenstr. (Berlin);Bushalt Germanenstraße hinter Alemannenstraße;Zugang und ÖV;2;0;13,551801;52,414985;195009;302834002
Alemannenstr. (Berlin);Bushalt Germanenstraße vor Alemannenstraße;Zugang und ÖV;1;0;13,551890;52,414853;195009;302834001
Alemannenstr./Maximiliankorso (Berlin);Alemannenstr./Maximiliankorso (Berlin);Bauwerk;2837;;13,281165;52,634145;92205;900092205
Alemannenstr./Maximiliankorso (Berlin);Bushalt Alemannenstraße vor Maximiliankorso;Zugang und ÖV;1;0;13,280877;52,633794;92205;302837001
Alemannenstr./Maximiliankorso (Berlin);Bushalt Maximiliankorso vor Alemannenstraße;Zugang und ÖV;2;0;13,281242;52,634113;92205;302837002
Alexanderdorf;Alexanderdorf;Bauwerk;2739;;13,326415;52,164177;245419;900245419
Alexanderdorf;Bushalt Dorf;Zugang und ÖV;1;0;13,326441;52,164146;245419;302739001
Alexanderdorf;Bushalt Dorf;Zugang und ÖV;2;0;13,326341;52,164185;245419;302739002
Alexanderdorf, Klosterstr.;Alexanderdorf, Klosterstr.;Bauwerk;2994;;13,326167;52,165638;245719;900245719
Alexanderdorf, Klosterstr.;Bushalt Klosterstraße;Zugang und ÖV;1;0;13,326207;52,165620;245719;302994001
Alexanderstr. (Berlin);Alexanderstr. (Berlin);Bauwerk;2841;;13,418129;52,517745;100518;900100518
Alexanderstr. (Berlin);Bushalt Alexanderstraße hinter Voltairestraße;Zugang und ÖV;1;0;13,418072;52,516831;100518;302841001
Alexanderstr. (Berlin);Bushalt Alexanderstraße vor Magazinstraße;Zugang und ÖV;2;0;13,418149;52,517779;100518;302841002
Alexandrinenstr. (Berlin);Alexandrinenstr. (Berlin);Bauwerk;2838;;13,405322;52,505154;12156;900012156
Alexandrinenstr. (Berlin);Bushalt Oranienstraße vor Alexandrinenstraße;Zugang und ÖV;1;0;13,406117;52,504996;12156;302838001
Alexandrinenstr. (Berlin);Bushalt Oranienstraße vor Alexandrinenstraße;Zugang und ÖV;2;0;13,404870;52,505186;12156;302838002
Alfons-Loewe-Str. (Berlin);Alfons-Loewe-Str. (Berlin);Bauwerk;13401;;13,133322;52,549054;37131;900037131
Alfons-Loewe-Str. (Berlin);Bushalt Seegefelder Str. hinter Alfons-Loewe-Str.;Zugang und ÖV;1;0;13,133183;52,549125;37131;313401001
Alfred-Kowalke-Str. (Berlin);Alfred-Kowalke-Str. (Berlin);Bauwerk;900;;13,519707;52,505717;161517;900161517
Alfred-Kowalke-Str. (Berlin);Ampelübergang Alfred-Kowalke-Straße Am Tierpark;Zugang;20;0;13,519618;52,505671;161517;300900020
Alfred-Kowalke-Str. (Berlin);Ampelübergang Alfred-Kowalke-Straße Am Tierpark;Zugang;21;0;13,519981;52,505727;161517;300900021
Alfred-Kowalke-Str. (Berlin);Ampelübergang Am Tierpark;Zugang;24;0;13,520176;52,504365;161517;300900024
Alfred-Kowalke-Str. (Berlin);Ampelübergang Am Tierpark;Zugang;25;0;13,520573;52,504440;161517;300900025
Alfred-Kowalke-Str. (Berlin);Bushalt Alfred-Kowalke-Straße ht. Am Tierpark;Zugang und ÖV;2;0;13,518346;52,505962;161517;300900002
Alfred-Kowalke-Str. (Berlin);Bushalt Alfred-Kowalke-Straße vor Am Tierpark;Zugang und ÖV;1;0;13,519202;52,505676;161517;300900001
Alfred-Kowalke-Str. (Berlin);Ersatzhalt Am Tierpark ht. Alfred-Kowalke-Straße;Zugang und ÖV;4;0;13,520020;52,504704;161517;300900004
Alfred-Kowalke-Str. (Berlin);Ersatzhalt Am Tierpark vor Alfred-Kowalke-Straße;Zugang und ÖV;3;0;13,520283;52,505016;161517;300900003
Alfred-Kowalke-Str. (Berlin);Ersatzhalt Am Tierpark vor Alfred-Kowalke-Straße;Zugang und ÖV;7;0;13,519555;52,506027;161517;300900007
Alfred-Kowalke-Str. (Berlin);Tramsteig Am Tierpark ht. Alfred-Kowalke-Straße;ÖV;5;0;13,520202;52,504717;161517;300900005
Alfred-Kowalke-Str. (Berlin);Tramsteig Am Tierpark vor Alfred-Kowalke-Straße;ÖV;6;0;13,519934;52,505375;161517;300900006
Alfred-Kowalke-Str. (Berlin);Übergang Am Tierpark zum Tramsteig;Zugang;22;0;13,520253;52,505078;161517;300900022
Alfred-Kowalke-Str. (Berlin);Übergang Am Tierpark zum Tramsteig;Zugang;23;0;13,519889;52,505008;161517;300900023
Alice-Herz-Platz (Berlin);Alice-Herz-Platz (Berlin);Bauwerk;2991;;13,606375;52,513923;175525;900175525
Alice-Herz-Platz (Berlin);Bushalt Giesestraße vor Briesener Weg;Zugang und ÖV;1;0;13,606345;52,513891;175525;302991001
Allee der Kosmonauten/Poelchaustr. (Berlin);Allee der Kosmonauten/Poelchaustr. (Berlin);Bauwerk;856;;13,552782;52,533928;170019;900170019
Allee der Kosmonauten/Poelchaustr. (Berlin);Ampelübergang Allee der Kosmonauten;Zugang;21;0;13,552947;52,534096;170019;300856021
Allee der Kosmonauten/Poelchaustr. (Berlin);Ampelübergang Allee der Kosmonauten;Zugang;23;0;13,552976;52,533780;170019;300856023
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushalt Allee der Kosmonauten vor Charlottenstr.;Zugang und ÖV;1;0;13,552543;52,533757;170019;300856001
Allee der Kosmonauten/Poelchaustr. (Berlin);Bushalt Allee der Kosmonauten vor Poelchaustr.;Zugang und ÖV;2;0;13,553145;52,534102;170019;300856002
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten vor Charlottenstr.;ÖV;4;0;13,552361;52,533896;170019;300856004
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten vor Poelchaustr.;ÖV;3;0;13,552353;52,533929;170019;300856003
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten/Poelchaustr. Gl. 1;ÖV;5;0;13,554293;52,533249;170019;300856005
Allee der Kosmonauten/Poelchaustr. (Berlin);Tramsteig Allee der Kosmonauten/Poelchaustr. Gl. 2;ÖV;6;0;13,554273;52,533300;170019;300856006
Allee der Kosmonauten/Poelchaustr. (Berlin);Übergang zum Tramsteig Allee der Kosmonauten;Zugang;20;0;13,551763;52,534041;170019;300856020
Allee der Kosmonauten/Poelchaustr. (Berlin);Übergang zum Tramsteig Allee der Kosmonauten;Zugang;22;0;13,551781;52,533753;170019;300856022
Allee der Kosmonauten/Poelchaustr. (Berlin);Zugang zum Tramsteig der Endstelle;Zugang;24;0;13,553777;52,533194;170019;300856024
Allee der Kosmonauten/Poelchaustr. (Berlin);Zugang zum Tramsteig der Endstelle;Zugang;25;0;13,554824;52,533151;170019;300856025
Allee der Kosmonauten/Rhinstr. (Berlin);Allee der Kosmonauten/Rhinstr. (Berlin);Bauwerk;395;;13,519653;52,525499;171008;900171008
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;16;0;13,520025;52,525788;171008;300395016
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;17;0;13,520060;52,526085;171008;300395017
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;23;0;13,519044;52,525830;171008;300395023
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Allee der Kosmonauten zum Tramsteig;Zugang;24;0;13,519060;52,526097;171008;300395024
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Rhinstraße zum Tramsteig;Zugang;34;0;13,519848;52,525698;171008;300395034
Allee der Kosmonauten/Rhinstr. (Berlin);Ampelübergang Rhinstraße zum Tramsteig;Zugang;35;0;13,519328;52,525687;171008;300395035
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt  Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;6;0;13,518651;52,525858;171008;300395006
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt  Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;7;0;13,518471;52,526118;171008;300395007
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Allee der Kosmonauten ht. Meeraner Str.;Zugang und ÖV;9;0;13,522502;52,525648;171008;300395009
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Allee der Kosmonauten ht. Rhinstraße;Zugang und ÖV;1;0;13,521235;52,525724;171008;300395001
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Allee der Kosmonauten vor Rhinstraße;Zugang und ÖV;8;0;13,521308;52,525993;171008;300395008
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Rhinstraße hinter Allee der Kosmonauten;Zugang und ÖV;5;0;13,519440;52,525167;171008;300395005
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Rhinstraße hinter Allee der Kosmonauten;Zugang und ÖV;11;0;13,519773;52,526402;171008;300395011
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Rhinstraße vor Allee der Kosmonauten;Zugang und ÖV;3;0;13,519838;52,525358;171008;300395003
Allee der Kosmonauten/Rhinstr. (Berlin);Ersatzhalt Rhinstraße vor Allee der Kosmonauten;Zugang und ÖV;10;0;13,519255;52,526262;171008;300395010
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee d. Kosmonauten ht. Rhinstr. Pos. 2;ÖV;15;0;13,520698;52,525866;171008;300395015
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee d. Kosmonauten ht. Rhinstr. Pos. 6;ÖV;22;0;13,518555;52,526029;171008;300395022
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee d. Kosmonauten vor Rhinstr. Pos. 1;ÖV;14;0;13,520700;52,525889;171008;300395014
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Allee d. Kosmonauten vor Rhinstr. Pos. 5;ÖV;21;0;13,518552;52,525997;171008;300395021
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Rhinstr. ht. Allee d. Kosmonauten Pos. 4;ÖV;32;0;13,519612;52,525211;171008;300395032
Allee der Kosmonauten/Rhinstr. (Berlin);Tramsteig Rhinstr. vor Allee d. Kosmonauten Pos. 3;ÖV;33;0;13,519663;52,525209;171008;300395033
Allee der Kosmonauten/Rhinstr. (Berlin);Übergang Rhinstraße zum Tramsteig;Zugang;36;0;13,519457;52,524866;171008;300395036
Allee der Kosmonauten/Rhinstr. (Berlin);Übergang Rhinstraße zum Tramsteig;Zugang;37;0;13,519873;52,524876;171008;300395037
Alliiertenmuseum (Berlin);Alliiertenmuseum (Berlin);Bauwerk;2846;;13,273660;52,456479;51255;900051255
Alliiertenmuseum (Berlin);Bushalt Clayallee hinter Auf dem Grat;Zugang und ÖV;2;0;13,273816;52,456452;51255;302846002
Alliiertenmuseum (Berlin);Bushalt Clayallee vor Auf dem Grat;Zugang und ÖV;1;0;13,273423;52,456474;51255;302846001
Allmosen, Kulturhaus;Allmosen, Kulturhaus;Bauwerk;2972;;14,092824;51,581302;435155;900435155
Allmosen, Kulturhaus;Bushalt Kulturhaus;Zugang und ÖV;2;0;14,092713;51,581274;435155;302972002
Allmosen, Kulturhaus;Bushalt Kulturhaus vor Allmosener Dorfstraße;Zugang und ÖV;1;0;14,092851;51,581371;435155;302972001
Almutstr. (Berlin);Almutstr. (Berlin);Bauwerk;2845;;13,317173;52,615314;93202;900093202
Almutstr. (Berlin);Bushalt Berliner Straße hinter Almutstraße;Zugang und ÖV;1;0;13,317215;52,615184;93202;302845001
Almutstr. (Berlin);Bushalt Berliner Straße vor Almutstraße;Zugang und ÖV;2;0;13,317155;52,615501;93202;302845002
Alsenhof;Alsenhof;Bauwerk;2923;;13,446720;53,083077;340206;900340206
Alsenhof;Bushalt Alsenhof;Zugang und ÖV;2;0;13,446856;53,083274;340206;302923002
Alsenhof;Bushalt Alsenhof Richtung Groß Väter Dorf;Zugang und ÖV;1;0;13,446443;53,082944;340206;302923001
Alsterweg (Berlin);Alsterweg (Berlin);Bauwerk;2839;;13,276621;52,412895;65151;900065151
Alsterweg (Berlin);Bushalt Goerzallee hinter gegenüber Alsterweg;Zugang und ÖV;2;0;13,276941;52,413101;65151;302839002
Alsterweg (Berlin);Bushalt Goerzallee vor Alsterweg;Zugang und ÖV;1;0;13,276504;52,412909;65151;302839001
Alt Bork;Alt Bork;Bauwerk;2895;;12,868837;52,190030;224950;900224950
Alt Bork;Bushalt Alt Bork;Zugang und ÖV;1;0;12,868815;52,190047;224950;302895001
Alt Daber, Ausbau;Alt Daber, Ausbau;Bauwerk;2883;;12,499671;53,191556;205201;900205201
Alt Daber, Ausbau;Bushalt Ausbau;Zugang und ÖV;1;0;12,499882;53,191692;205201;302883001
Alt Daber, Ausbau;Bushalt Ausbau;Zugang und ÖV;2;0;12,499657;53,191444;205201;302883002
Alt Daber, Ortsteil;Alt Daber, Ortsteil;Bauwerk;2884;;12,501457;53,204966;205202;900205202
Alt Daber, Ortsteil;Bushalt Alt Daber in Richtung Norden;Zugang und ÖV;1;0;12,501353;53,204570;205202;302884001
Alt Daber, Ortsteil;Bushalt Alt Daber in Richtung Süden;Zugang und ÖV;2;0;12,501366;53,205233;205202;302884002
Alt Golm, Deponie;Alt Golm, Deponie;Bauwerk;2912;;14,117511;52,317020;310915;900310915
Alt Golm, Deponie;Bushalt Deponie;Zugang und ÖV;1;0;14,117123;52,317220;310915;302912001
Alt Golm, Deponie;Bushalt Deponie;Zugang und ÖV;2;0;14,117847;52,316734;310915;302912002
Alt Golm (LOS);Alt Golm (LOS);Bauwerk;2907;;14,124876;52,304190;310703;900310703
Alt Golm (LOS);Bushalt Alt Golm;Zugang und ÖV;1;0;14,124571;52,304299;310703;302907001
Alt Golm (LOS);Bushalt Alt Golm;Zugang und ÖV;2;0;14,125295;52,304238;310703;302907002
Alt Golm (LOS);Bushalt B 168 vor Neue Straße Richtung Beeskow;Zugang und ÖV;4;0;14,128674;52,305763;310703;302907004
Alt Golm (LOS);Bushalt B 168 vor Neue Straße Richtung Fürstenwalde;Zugang und ÖV;3;0;14,128973;52,305552;310703;302907003
Alt Krüssow;Alt Krüssow;Bauwerk;2900;;12,257936;53,155781;215092;900215092
Alt Krüssow;Bushalt Alt Krüssow;Zugang und ÖV;1;0;12,257936;53,155782;215092;302900001
Alt Lutterow;Alt Lutterow;Bauwerk;2885;;12,733626;53,156967;205204;900205204
Alt Lutterow;Bushalt Alt Lutterow;Zugang und ÖV;1;0;12,733573;53,156971;205204;302885001
Alt Lutterow;Bushalt Alt Lutterow vor Dorfstraße;Zugang und ÖV;2;0;12,733636;53,156926;205204;302885002
Alt Madlitz, Ausbau;Alt Madlitz, Ausbau;Bauwerk;2908;;14,270364;52,373736;310704;900310704
Alt Madlitz, Ausbau;Bushalt Ausbau;Zugang und ÖV;1;0;14,270328;52,373718;310704;302908001
Alt Madlitz, Ausbau;Bushalt Ausbau;Zugang und ÖV;2;0;14,270486;52,373708;310704;302908002
Alt Madlitz, Dorf;Alt Madlitz, Dorf;Bauwerk;2909;;14,280983;52,380108;310705;900310705
Alt Madlitz, Dorf;Bushalt Dorf;Zugang und ÖV;1;0;14,280944;52,380063;310705;302909001
Alt Madlitz, Dorf;Bushalt Dorf;Zugang und ÖV;2;0;14,281145;52,380115;310705;302909002
Alt Madlitz, Gaststätte;Alt Madlitz, Gaststätte;Bauwerk;2910;;14,283674;52,384454;310706;900310706
Alt Madlitz, Gaststätte;Bushalt Gastst.;Zugang und ÖV;1;0;14,283615;52,384445;310706;302910001
Alt Madlitz, Gaststätte;Bushalt Gastst.;Zugang und ÖV;2;0;14,283787;52,384429;310706;302910002
Alt Mahlisch;Alt Mahlisch;Bauwerk;2949;;14,418754;52,464375;321300;900321300
Alt Mahlisch;Bushalt Alt Mahlisch;Zugang und ÖV;1;0;14,418596;52,464347;321300;302949001
Alt Mahlisch;Bushalt Alt Mahlisch;Zugang und ÖV;2;0;14,418974;52,464361;321300;302949002
Alt Pinnow;Alt Pinnow;Bauwerk;2901;;11,601240;53,209398;215093;900215093
Alt Pinnow;Bushalt Alt Pinnow;Zugang und ÖV;1;0;11,601248;53,209381;215093;302901001
Alt Pinnow;Bushalt Alt Pinnow;Zugang und ÖV;2;0;11,601196;53,209422;215093;302901002
Alt Pröttlin;Alt Pröttlin;Bauwerk;2902;;11,573226;53,194278;215094;900215094
Alt Pröttlin;Bushalt Alt Pröttlin;Zugang und ÖV;1;0;11,573208;53,194176;215094;302902001
Alt Pröttlin;Bushalt Alt Pröttlin;Zugang und ÖV;2;0;11,573197;53,194295;215094;302902002
Alt Rosenthal;Alt Rosenthal;Bauwerk;2961;;14,277362;52,547669;321301;900321301
Alt Rosenthal;Bushalt Alt Rosenthal;Zugang und ÖV;1;0;14,277381;52,547729;321301;302961001
Alt Rosenthal, Bahnhof;Alt Rosenthal, Bahnhof;Bauwerk;607;;14,278221;52,550313;321302;900321302
Alt Rosenthal, Bahnhof;Bahnsteig Gleis 1;ÖV;1;0;14,278472;52,550320;321302;300607001
Alt Rosenthal, Bahnhof;Bahnsteig Gleis 2;ÖV;2;0;14,278016;52,550310;321302;300607002
Alt Rosenthal, Bahnhof;Zugang Bahnhofstraße Bahnsteig Gleis 1;Zugang;3;0;14,279354;52,550367;321302;300607003
Alt Rosenthal, Bahnhof;Zugang Bahnhofstraße Bahnsteig Gleis 2;Zugang;4;0;14,279411;52,550652;321302;300607004
Alt Rüdersdorf, Grundschule;Alt Rüdersdorf, Grundschule;Bauwerk;2906;;13,812476;52,467388;320264;900320264
Alt Rüdersdorf, Grundschule;Bushalt Grundschule;Zugang und ÖV;2;0;13,812559;52,467387;320264;302906002
Alt Rüdersdorf, Grundschule;Bushalt Grundschule vor Fürstenwalder Straße;Zugang und ÖV;1;0;13,812497;52,467396;320264;302906001
Alt Rüdersdorf, K.-Liebknecht-Str.;Alt Rüdersdorf, K.-Liebknecht-Str.;Bauwerk;2903;;13,809272;52,465844;320242;900320242
Alt Rüdersdorf, K.-Liebknecht-Str.;Bushalt Karl-Liebknecht-Straße;Zugang und ÖV;1;0;13,809031;52,465815;320242;302903001
Alt Rüdersdorf, K.-Liebknecht-Str.;Bushalt Karl-Liebknecht-Straße;Zugang und ÖV;2;0;13,809532;52,465789;320242;302903002
Alt Rüdersdorf, Mühle;Alt Rüdersdorf, Mühle;Bauwerk;2905;;13,815213;52,471568;320263;900320263
Alt Rüdersdorf, Mühle;Bushalt Mühle;Zugang und ÖV;1;0;13,815184;52,471548;320263;302905001
Alt Rüdersdorf, Mühle;Bushalt Mühle;Zugang und ÖV;2;0;13,815316;52,471573;320263;302905002
Alt Rüdersdorf, Sieben Häuser;Alt Rüdersdorf, Sieben Häuser;Bauwerk;2904;;13,829839;52,476015;320262;900320262
Alt Rüdersdorf, Sieben Häuser;Bushalt Sieben Häuser;Zugang und ÖV;1;0;13,829976;52,476090;320262;302904001
Alt Rüdersdorf, Sieben Häuser;Bushalt Sieben Häuser;Zugang und ÖV;2;0;13,829718;52,475919;320262;302904002
Alt Rüdersdorf, Straßenbahnschleife;Alt Rüdersdorf, Straßenbahnschleife;Bauwerk;2987;;13,805485;52,466404;320239;900320239
Alt Rüdersdorf, Straßenbahnschleife;Tramsteig Straßenbahnschleife;Zugang und ÖV;1;0;13,805478;52,466393;320239;302987001
Alt Ruppin, Anna-Petrat-Str.;Alt Ruppin, Anna-Petrat-Str.;Bauwerk;2982;;12,863222;52,947168;205731;900205731
Alt Ruppin, Anna-Petrat-Str.;Bushalt Anna-Petrat-Straße;Zugang und ÖV;1;0;12,863221;52,947169;205731;302982001
Alt Ruppin, Breite Straße;Alt Ruppin, Breite Straße;Bauwerk;13562;;12,847888;52,949230;205014;900205014
Alt Ruppin, Breite Straße;Bushalt Breite Straße 1;Zugang und ÖV;1;0;12,847968;52,949241;205014;313562001
Alt Ruppin, Breite Straße;Bushalt Breite Straße 2;Zugang und ÖV;2;0;12,847794;52,949217;205014;313562002
Alt Ruppin, Forststr.;Alt Ruppin, Forststr.;Bauwerk;2983;;12,853898;52,946983;205732;900205732
Alt Ruppin, Forststr.;Bushalt Forststraße;Zugang und ÖV;1;0;12,853767;52,946983;205732;302983001
Alt Ruppin, Forststr.;Bushalt Forststraße;Zugang und ÖV;2;0;12,854000;52,947033;205732;302983002
Alt Ruppin, Grüner Baum;Alt Ruppin, Grüner Baum;Bauwerk;2886;;12,848863;52,946844;205206;900205206
Alt Ruppin, Grüner Baum;Bushalt Breite Straße vor Anna-Petrat-Straße;Zugang und ÖV;4;0;12,848896;52,946657;205206;302886004
Alt Ruppin, Grüner Baum;Bushalt Grüner Baum;Zugang und ÖV;1;0;12,849800;52,946915;205206;302886001
Alt Ruppin, Grüner Baum;Bushalt Grüner Baum;Zugang und ÖV;2;0;12,848837;52,946653;205206;302886002
Alt Ruppin, Hubertus;Alt Ruppin, Hubertus;Bauwerk;2887;;12,836000;52,951529;205207;900205207
Alt Ruppin, Hubertus;Bushalt Hubertus;Zugang und ÖV;1;0;12,836996;52,951430;205207;302887001
Alt Ruppin, Hubertus;Bushalt Hubertus;Zugang und ÖV;2;0;12,834967;52,951533;205207;302887002
Alt Ruppin, Kirchplatz;Alt Ruppin, Kirchplatz;Bauwerk;2888;;12,842805;52,949912;205208;900205208
